bfc07f00-4598-11e9-bf4b-216bfa333ac2,activate,lights,washroom
99650560-44fd-11e9-a1ea-79ca03012c0e,decrease,heat,washroom
a4290c70-454e-11e9-aa52-bf2189a03a60,change language,German,none
89fddb60-45c5-11e9-8ec0-7bf21d1cfe30,increase,volume,none
da14bfb0-44d0-11e9-a8b6-e96f2628bf65,decrease,heat,washroom
5a6f7f70-4480-11e9-a9a5-5dbec3b8816a,increase,volume,none
4cb44bf0-45f1-11e9-aa19-e96346c3828f,bring,socks,none
eda9a6a0-4541-11e9-b1e4-e5985dca719e,bring,socks,none
88deec50-4611-11e9-bc65-55b32b211b66,bring,socks,none
5d28d710-4454-11e9-beaa-1f3e1eab7bff,increase,heat,kitchen
100ce000-4609-11e9-bc65-55b32b211b66,bring,socks,none
a9cf7960-4608-11e9-bc65-55b32b211b66,decrease,heat,kitchen
ba2970f0-45c6-11e9-8ec0-7bf21d1cfe30,bring,newspaper,none
3c18fbb0-45dd-11e9-81ce-69b74fd7e64e,bring,juice,none
ac984a50-452c-11e9-b1e4-e5985dca719e,activate,lights,kitchen
8a845210-4518-11e9-9035-7943ec3b842a,increase,heat,none
b4d4da70-4541-11e9-b1e4-e5985dca719e,decrease,heat,washroom
83e39390-45f3-11e9-aa19-e96346c3828f,decrease,volume,none
2dd938e0-446f-11e9-a9a5-5dbec3b8816a,change language,none,none
030d95b0-460a-11e9-bc65-55b32b211b66,decrease,heat,bedroom
82b610b0-459e-11e9-bf4b-216bfa333ac2,decrease,heat,bedroom
5dd288f0-4472-11e9-a9a5-5dbec3b8816a,increase,heat,washroom
372d8150-44d6-11e9-a8b6-e96f2628bf65,decrease,heat,washroom
acb124f0-44e9-11e9-a1ea-79ca03012c0e,decrease,volume,none
fbb49e20-454c-11e9-aa52-bf2189a03a60,activate,lamp,none
ebfe0850-45d7-11e9-81ce-69b74fd7e64e,decrease,heat,bedroom
f5214e60-457d-11e9-9600-8f19ade2128c,deactivate,lamp,none
643150f0-454e-11e9-aa52-bf2189a03a60,deactivate,lights,washroom
2ba2a9d0-446f-11e9-a9a5-5dbec3b8816a,change language,none,none
5b6006d0-4579-11e9-9600-8f19ade2128c,deactivate,lamp,none
8a656880-4551-11e9-aa52-bf2189a03a60,increase,heat,washroom
5e2b4200-444b-11e9-beaa-1f3e1eab7bff,deactivate,lamp,none
83642c10-44cf-11e9-a8b6-e96f2628bf65,deactivate,lights,washroom
f5d8ffc0-4437-11e9-beaa-1f3e1eab7bff,decrease,heat,none
aa172a70-453c-11e9-b1e4-e5985dca719e,activate,lights,bedroom
c7258530-453c-11e9-b1e4-e5985dca719e,activate,lights,washroom
a569b680-4511-11e9-9539-7f047cfe24d1,increase,heat,washroom
d1c9dc40-44fe-11e9-a1ea-79ca03012c0e,increase,volume,none
39975130-44dd-11e9-a8b6-e96f2628bf65,increase,heat,washroom
c68098d0-451f-11e9-a843-8db76f4b5e29,activate,lights,bedroom
1eaf86b0-452f-11e9-b1e4-e5985dca719e,change language,English,none
2d250e90-4534-11e9-b1e4-e5985dca719e,decrease,heat,washroom
530bf240-45c0-11e9-8ec0-7bf21d1cfe30,activate,music,none
4d9dce40-4454-11e9-beaa-1f3e1eab7bff,increase,heat,none
5dcc2800-457d-11e9-9600-8f19ade2128c,bring,shoes,none
ba3296d0-4454-11e9-beaa-1f3e1eab7bff,decrease,heat,washroom
e06144d0-44d3-11e9-a8b6-e96f2628bf65,bring,newspaper,none
9abfd750-4435-11e9-beaa-1f3e1eab7bff,increase,volume,none
e6b0aa50-453d-11e9-b1e4-e5985dca719e,decrease,heat,none
00412bf0-451d-11e9-9035-7943ec3b842a,change language,Chinese,none
4e280fe0-4433-11e9-beaa-1f3e1eab7bff,deactivate,lights,washroom
cdd74340-45d8-11e9-81ce-69b74fd7e64e,increase,volume,none
14bb0100-4554-11e9-aa52-bf2189a03a60,deactivate,lights,washroom
32d37cb0-45ec-11e9-aa19-e96346c3828f,activate,music,none
ff264830-45ef-11e9-aa19-e96346c3828f,increase,heat,none
f4fe72e0-4466-11e9-beaa-1f3e1eab7bff,deactivate,music,none
35cf5510-44cf-11e9-a8b6-e96f2628bf65,change language,English,none
9aeddcc0-4554-11e9-aa52-bf2189a03a60,decrease,volume,none
7e65e0e0-45d4-11e9-9992-dfba019cb646,activate,lights,bedroom
b2069150-4517-11e9-9035-7943ec3b842a,activate,lights,washroom
c7cde600-45f3-11e9-aa19-e96346c3828f,increase,heat,washroom
970d22f0-450e-11e9-9539-7f047cfe24d1,decrease,heat,none
30eff5d0-45cf-11e9-9992-dfba019cb646,decrease,volume,none
0daec530-45dc-11e9-81ce-69b74fd7e64e,decrease,heat,washroom
1a4f3ea0-44d3-11e9-a8b6-e96f2628bf65,decrease,heat,washroom
e8dc3830-4411-11e9-85a0-dd11eb2f13b6,activate,lights,washroom
bc2833e0-45d6-11e9-81ce-69b74fd7e64e,increase,heat,washroom
afbadc50-4506-11e9-a1ea-79ca03012c0e,activate,music,none
5a196650-45d7-11e9-81ce-69b74fd7e64e,bring,socks,none
2aff52b0-45d4-11e9-9992-dfba019cb646,deactivate,lamp,none
f8ec1690-45c0-11e9-8ec0-7bf21d1cfe30,increase,volume,none
e5914e20-446d-11e9-beaa-1f3e1eab7bff,decrease,heat,kitchen
0e86f3a0-4556-11e9-aa52-bf2189a03a60,increase,heat,none
bfcb3e80-45c6-11e9-8ec0-7bf21d1cfe30,decrease,volume,none
ac8a3e40-4434-11e9-beaa-1f3e1eab7bff,decrease,heat,none
062e6ab0-457b-11e9-9600-8f19ade2128c,bring,juice,none
9fe97270-4608-11e9-bc65-55b32b211b66,decrease,heat,none
3ad14b30-45b6-11e9-8ec0-7bf21d1cfe30,decrease,heat,kitchen
fa785580-45b8-11e9-8ec0-7bf21d1cfe30,increase,volume,none
ee94cfb0-459e-11e9-bf4b-216bfa333ac2,change language,none,none
a93012e0-4549-11e9-aa52-bf2189a03a60,bring,socks,none
d0ed65e0-4575-11e9-9600-8f19ade2128c,increase,volume,none
6a6f49d0-44d2-11e9-a8b6-e96f2628bf65,increase,volume,none
a6e710e0-44d3-11e9-a8b6-e96f2628bf65,increase,volume,none
f62a99e0-45f2-11e9-aa19-e96346c3828f,increase,volume,none
73515080-441d-11e9-beaa-1f3e1eab7bff,decrease,heat,bedroom
7a2d70d0-4433-11e9-beaa-1f3e1eab7bff,increase,volume,none
e382c2d0-4454-11e9-beaa-1f3e1eab7bff,bring,newspaper,none
ee3b1eb0-45e5-11e9-b578-494a5b19ab8b,activate,music,none
237dedb0-45ea-11e9-b578-494a5b19ab8b,activate,lights,washroom
20ad9da0-4550-11e9-aa52-bf2189a03a60,deactivate,music,none
8f9c3c80-44d3-11e9-a8b6-e96f2628bf65,decrease,heat,washroom
e8b25860-45da-11e9-81ce-69b74fd7e64e,activate,lights,none
65109530-44d1-11e9-a8b6-e96f2628bf65,change language,English,none
2c5b8200-44fd-11e9-a1ea-79ca03012c0e,increase,heat,washroom
48ee9590-45ea-11e9-b578-494a5b19ab8b,deactivate,lights,kitchen
8b3359e0-45e0-11e9-81ce-69b74fd7e64e,change language,none,none
4c79ef30-453a-11e9-b1e4-e5985dca719e,decrease,heat,washroom
47cdfc80-44fc-11e9-a1ea-79ca03012c0e,increase,volume,none
684aed50-454d-11e9-aa52-bf2189a03a60,activate,lights,kitchen
041cdb50-4524-11e9-a843-8db76f4b5e29,decrease,heat,washroom
943b7370-455d-11e9-aa52-bf2189a03a60,change language,none,none
358db050-4610-11e9-bc65-55b32b211b66,decrease,volume,none
51791310-4609-11e9-bc65-55b32b211b66,change language,Korean,none
036f9de0-4480-11e9-a9a5-5dbec3b8816a,activate,lights,washroom
9bce2510-451c-11e9-9035-7943ec3b842a,bring,shoes,none
795bce30-45ce-11e9-9992-dfba019cb646,deactivate,lamp,none
595da5b0-45fe-11e9-bc65-55b32b211b66,increase,heat,none
b44276c0-4547-11e9-aa52-bf2189a03a60,decrease,heat,none
66065570-4606-11e9-bc65-55b32b211b66,bring,juice,none
0434d360-4464-11e9-beaa-1f3e1eab7bff,activate,music,none
6f616be0-44d1-11e9-a8b6-e96f2628bf65,change language,Korean,none
4e447c70-447e-11e9-a9a5-5dbec3b8816a,change language,Chinese,none
a3aefb60-4607-11e9-bc65-55b32b211b66,decrease,volume,none
ff1b13f0-4547-11e9-aa52-bf2189a03a60,decrease,volume,none
2d7050e0-460f-11e9-bc65-55b32b211b66,deactivate,music,none
bcff3c20-4598-11e9-bf4b-216bfa333ac2,activate,lights,bedroom
ca4ff420-44ce-11e9-a8b6-e96f2628bf65,deactivate,music,none
bec79940-460a-11e9-bc65-55b32b211b66,activate,lights,kitchen
973e90f0-45c3-11e9-8ec0-7bf21d1cfe30,bring,socks,none
6e733cb0-4510-11e9-9539-7f047cfe24d1,deactivate,lights,none
c7d82030-45e8-11e9-b578-494a5b19ab8b,deactivate,lights,kitchen
30d2c390-4550-11e9-aa52-bf2189a03a60,deactivate,lights,bedroom
63bd8d10-4539-11e9-b1e4-e5985dca719e,change language,none,none
2dfe3cf0-4436-11e9-beaa-1f3e1eab7bff,increase,volume,none
169e7580-45ed-11e9-aa19-e96346c3828f,decrease,volume,none
cf209280-45e0-11e9-81ce-69b74fd7e64e,change language,Korean,none
242fa5c0-45cf-11e9-9992-dfba019cb646,decrease,volume,none
5d445160-45e0-11e9-81ce-69b74fd7e64e,bring,newspaper,none
ecfb6e00-457d-11e9-9600-8f19ade2128c,activate,lamp,none
9c0a8140-455d-11e9-aa52-bf2189a03a60,change language,Chinese,none
a93c1f70-450a-11e9-9539-7f047cfe24d1,increase,heat,none
d69a0fd0-45ec-11e9-aa19-e96346c3828f,activate,lights,bedroom
d93b5ef0-4539-11e9-b1e4-e5985dca719e,increase,heat,washroom
c004c1f0-44fe-11e9-a1ea-79ca03012c0e,activate,lights,none
f5370550-4435-11e9-beaa-1f3e1eab7bff,activate,lights,washroom
7fd8bbc0-4519-11e9-9035-7943ec3b842a,change language,English,none
a5e75db0-44df-11e9-a8b6-e96f2628bf65,bring,juice,none
3a106ec0-460f-11e9-bc65-55b32b211b66,decrease,heat,washroom
15d3aeb0-452d-11e9-b1e4-e5985dca719e,deactivate,lights,bedroom
13665c90-454b-11e9-aa52-bf2189a03a60,activate,lamp,none
16c54760-453d-11e9-b1e4-e5985dca719e,increase,volume,none
8dd65f80-44a5-11e9-a9a5-5dbec3b8816a,increase,volume,none
a0b4b080-45ee-11e9-aa19-e96346c3828f,increase,volume,none
b6069b30-4466-11e9-beaa-1f3e1eab7bff,deactivate,lights,none
fdcc2ec0-44e4-11e9-bb82-bdba769643e7,deactivate,music,none
d0339910-45f4-11e9-aa19-e96346c3828f,change language,none,none
1a4787b0-45ea-11e9-b578-494a5b19ab8b,bring,socks,none
87cce700-4417-11e9-85a0-dd11eb2f13b6,activate,music,none
047f3170-45e6-11e9-b578-494a5b19ab8b,activate,lights,none
3901c180-4599-11e9-bf4b-216bfa333ac2,increase,volume,none
2fe561d0-460a-11e9-bc65-55b32b211b66,deactivate,music,none
357cf700-45da-11e9-81ce-69b74fd7e64e,change language,Korean,none
5cdbc770-4523-11e9-a843-8db76f4b5e29,decrease,volume,none
0ae87120-454b-11e9-aa52-bf2189a03a60,increase,heat,bedroom
2f8daac0-44df-11e9-a8b6-e96f2628bf65,bring,newspaper,none
8c64b9a0-444e-11e9-beaa-1f3e1eab7bff,deactivate,lamp,none
4b992ec0-44cf-11e9-a8b6-e96f2628bf65,activate,lights,washroom
2af79970-45f3-11e9-aa19-e96346c3828f,increase,volume,none
0bccb9a0-452a-11e9-a843-8db76f4b5e29,activate,lights,kitchen
79919f00-4480-11e9-a9a5-5dbec3b8816a,decrease,volume,none
a11a9820-4547-11e9-aa52-bf2189a03a60,deactivate,lights,bedroom
7e24e390-4450-11e9-beaa-1f3e1eab7bff,decrease,heat,bedroom
51824da0-4513-11e9-9539-7f047cfe24d1,decrease,heat,washroom
23fca350-45d9-11e9-81ce-69b74fd7e64e,decrease,volume,none
e8942740-4504-11e9-a1ea-79ca03012c0e,increase,heat,kitchen
219df4e0-44ff-11e9-a1ea-79ca03012c0e,activate,lights,bedroom
ddaf04f0-45b6-11e9-8ec0-7bf21d1cfe30,change language,Chinese,none
05d88350-454b-11e9-aa52-bf2189a03a60,increase,heat,kitchen
24b03390-4523-11e9-a843-8db76f4b5e29,increase,volume,none
2b5506e0-459f-11e9-bf4b-216bfa333ac2,change language,English,none
